LifeExpectancy,Status,GDP,Polio,Diphtheria,IncomeComposition
73.8,Developing,5458.121718,93,94,0.743
73.6,Developing,4129.758741,97,92,0.739
73,Developing,3528.1318,98,98,0.73
73,Developing,3331.228766,96,88,0.72
73,Developing,2832.49652,89,89,0.715
72.9,Developing,2149.9944,95,95,0.715
73.1,Developing,1634.87561,93,93,0.709
72.6,Developing,87.1365252,98,95,0.702
73.2,Developing,1539.464,97,97,0.781
73,Developing,1557.77892,99,99,0.766
72.9,Developing,15687.34795,98,98,0.762
72.7,Developing,12845.17363,98,98,0.755
72.6,Developing,12189.9516,99,99,0.744
72.4,Developing,184.68447,99,99,0.74
72.3,Developing,976.9566,99,99,0.739
72.2,Developing,11122.8627,99,99,0.739
72.2,Developing,12154.82994,99,99,0.733
72.2,Developing,1214.39987,99,99,0.728
72.2,Developing,1192.5174,99,99,0.712
72.1,Developing,1176.65871,99,99,0.715
72.1,Developing,8524.961236,99,99,0.713
72.1,Developing,8331.261997,99,99,0.712
72,Developing,7663.1378,96,96,0.714
71.8,Developing,7578.85153,98,98,0
51,Developing,587.538233,86,86,0.431
48.1,Developing,78.4394757,83,83,0.426
54,Developing,71.8186998,92,92,0.413
49.7,Developing,561.8984239,91,91,0.401
48.9,Developing,445.525,88,89,0.392
48.1,Developing,45.128418,84,86,0.384
47.1,Developing,394.5932439,81,84,0.375
46.2,Developing,46.3759178,75,77,0.367
45.3,Developing,358.8274716,63,64,0.357
44.3,Developing,322.313468,65,64,0.348
43.3,Developing,287.6891942,67,65,0.341
42.3,Developing,263.145817,69,65,0.332
41.5,Developing,263.7618312,66,73,0.322
48,Developing,249.939542,54,53,0.306
41,Developing,227.779471,38,38,0.302
39,Developing,139.3147734,46,44,0.292
83.1,Developed,53629.73746,96,96,0.924
82.9,Developed,56336.7234,96,96,0.922
82.7,Developed,5629.18914,97,97,0.92
82.5,Developed,54431.16199,97,97,0.917
82.2,Developed,53166.67581,96,96,0.911
82,Developed,46569.67951,96,96,0.889
81.7,Developed,38577.55822,97,97,0.887
81.4,Developed,39721.4818,97,97,0.88
81.1,Developed,39223.58187,97,97,0.873
87,Developed,33579.85948,95,95,0.839
82,Developed,29869.85398,96,96,0.821
79.7,Developed,2745.27136,95,95,0.82
79.3,Developed,23573.6284,96,96,0.819
79,Developed,2216.83279,94,94,0.818
78.7,Developed,21577.7823,95,96,0.82
78.3,Developed,23792.677,98,98,0.81
88,Developed,2729.86383,95,95,0.888
87,Developed,242.67285999999999,95,95,0.888
85,Developed,2315.31799,95,95,0.878
82,Developed,22486.47167,96,96,0.877
79.8,Developed,24985.24827,96,96,0.876
79.5,Developed,23437.4722,96,96,0.872
79.1,Developed,24633.79785,96,96,0.873
78.9,Developed,2751.8127,97,97,0.869
78.3,Developed,23841.31792,97,97,0.865
78.1,Developed,19726.1265,97,97,0.858
77.5,Developed,18169.1891,95,95,0.853
77.2,Developed,1726.9151,94,94,0.85
76.5,Developed,1488.47154,95,95,0.843
76.6,Developed,11814.9994,93,93,0.835
76.2,Developed,1479.29634,93,92,0.824
76,Developed,1227.73677,93,91,0.818
69.2,Developing,1922.41388,99,98,0.514
68.8,Developing,29.652622,94,88,0.512
68.8,Developing,188.5159,99,94,0.509
68.7,Developing,1858.689868,99,99,0.505
68.5,Developing,1642.837974,99,99,0.497
68.3,Developing,1272.44825,94,9,0.492
68.1,Developing,1158.282672,98,92,0.494
68,Developing,125.79167,94,89,0.489
67.6,Developing,146.931125,93,9,0.482
67.6,Developing,948.6592511,99,99,0.47
67.4,Developing,88.874858,9,89,0.465
67.1,Developing,818.442619,89,9,0.459
66.8,Developing,744.7657423,84,84,0.453
66.5,Developing,784.9562874,78,78,0.446
66.2,Developing,944.81684,88,84,0.442
65.8,Developing,154.518572,88,86,0.455
62.9,Developing,5769.77258,75,75,0.665
62,Developing,6479.625659,77,77,0.66
69,Developing,6876.953821,73,73,0.652
59.2,Developing,7548.163698,65,65,0.644
58.9,Developing,849.954224,69,69,0.638
58,Developing,7362.76139,72,72,0.63
56.5,Developing,5888.6284,75,76,0.622
55.3,Developing,5786.59972,77,79,0.616
54.5,Developing,6125.39984,79,82,0.612
54,Developing,5631.73485,79,82,0.609
53.8,Developing,5414.634326,75,79,0.609
53.7,Developing,4863.51688,73,74,0.611
54,Developing,3775.68275,7,69,0.613
54.9,Developing,2518.398261,7,7,0.62
56,Developing,2681.781,71,71,0.629
57.3,Developing,337.2253,71,73,0.635
57.3,Developing,758.725782,41,31,0.421
56.6,Developing,1151.861715,44,39,0.421
56.4,Developing,1186.11325,5,45,0.417
56,Developing,958.45581,64,59,0.419
55.4,Developing,176.9713,66,61,0.429
82.8,Developed,25683.84565,97,97,0.882
82.6,Developed,296.47225,97,97,0.877
82.4,Developed,2921.9342,96,96,0.874
82,Developed,28562.29324,97,97,0.871
82.1,Developed,31834.21816,97,97,0.867
81.9,Developed,3736.228,97,97,0.86
81.6,Developed,32333.4661,96,96,0.858
81.3,Developed,35578.73619,97,97,0.854
89,Developed,3279.414,96,96,0.849
88,Developed,28482.6948,98,98,0.844
81,Developed,2651.71745,96,96,0.837
81,Developed,24918.64584,97,97,0.833
79.4,Developed,21495.7741,99,98,0.83
79.5,Developed,1719.53541,98,98,0.828
79.4,Developed,15323.6114,95,96,0.825
79.1,Developed,14676.769,95,95,0.82
74.9,Developing,3844.89123,99,99,0.764
74.7,Developing,382.54994,99,99,0.76
74.6,Developing,361.289374,99,99,0.757
74.5,Developing,335.521375,99,99,0.752
74.5,Developing,322.992615,99,99,0.746
74.5,Developing,2819.511161,99,99,0.739
71.8,Developing,216.681584,97,97,0.735
72.3,Developing,254.489192,98,98,0.731
73.7,Developing,1644.816372,98,98,0.725
73.8,Developing,1448.7611,98,98,0.718
74.2,Developing,1259.87591,99,99,0.712
69.1,Developing,174.6692,97,97,0.705
73.9,Developing,989.4547732,98,99,0.697
73.7,Developing,873.1472436,98,98,0.699
72.7,Developing,837.699787,98,98,0.686
71.5,Developing,875.412178,99,99,0.677
64.1,Developing,2513.884661,93,93,0.488
63.8,Developing,2176.89829,94,94,0.485
63.5,Developing,1955.66799,93,93,0.478
63.2,Developing,1892.894352,92,92,0.468
62.7,Developing,1666.857757,93,93,0.463
62.5,Developing,1476.47887,9,9,0.461
62,Developing,1226.884381,81,81,0.456
61.8,Developing,1291.528826,85,86,0.444
61.4,Developing,1115.6952000000001,84,84,0.44
61,Developing,893.8793645,77,78,0.43
67,Developing,679.7539949,78,78,0.423
59.7,Developing,565.569459,74,74,0.415
59.6,Developing,477.738478,69,69,0.409
59.4,Developing,412.1517561,6,6,0.403
58.9,Developing,377.5254454,66,66,0.399
58.6,Developing,361.35843,62,62,0.394
71.6,Developing,8818.982566,89,89,0.723
71.4,Developing,9564.46383,85,85,0.722
71.2,Developing,9484.56898,86,86,0.719
71.3,Developing,9272.413453,84,84,0.708
76,Developing,8318.97692,86,86,0.704
73,Developing,833.31332,96,96,0.7
70,Developing,7443.85178,85,87,0.696
69.8,Developing,6858.163158,85,85,0.691
69.5,Developing,5761.39536,84,84,0.684
69.3,Developing,527.92,84,84,0.678
68.9,Developing,3595.8855,84,83,0.672
68.3,Developing,36.48773,84,85,0
68,Developing,263.1399,74,75,0
67.9,Developing,2232.513244,74,73,0
67.7,Developing,1598.77512,65,68,0
67.4,Developing,1888.61829,7,71,0
58.9,Developing,3136.92511,84,9,0.541
58.4,Developing,3464.35169,98,98,0.541
57.6,Developing,3598.75972,98,98,0.539
56.5,Developing,3851.51547,92,95,0.534
55,Developing,3934.27325,85,91,0.526
53.6,Developing,369.239336,89,89,0.523
52.6,Developing,332.517125,89,88,0.519
51.4,Developing,2842.438422,89,88,0.514
50,Developing,347.48798,88,87,0.508
47.8,Developing,2937.36723,88,87,0.502
46,Developing,2873.862141,88,86,0.495
45.6,Developing,2529.633557,88,86,0.492
45.9,Developing,22.99449,87,85,0.493
46.4,Developing,1324.996228,87,85,0.502
47.1,Developing,1437.634951,87,84,0.506
48.4,Developing,1637.4567,87,84,0.516
82.4,Developed,5585.25847,98,98,0.909
82.3,Developed,5918.19898,98,98,0.906
81.9,Developed,6283.24522,98,98,0.904
81.7,Developed,57134.777,98,98,0.903
81.7,Developed,59593.28711,98,98,0.901
81.5,Developed,5276.25591,98,98,0.895
81.4,Developed,4627.592,98,98,0.898
81.1,Developed,55746.84238,98,98,0.897
89,Developed,53324.37937,98,98,0.895
88,Developed,46256.4716,98,98,0.892
85,Developed,4385.35315,98,98,0.89
83,Developed,42442.2245,99,99,0.888
82,Developed,36961.42537,99,99,0.882
79.9,Developed,29571.7446,99,99,0.88
79.8,Developed,26969.24457,99,99,0.877
79.6,Developed,29283.55,99,99,0.873
83.4,Developed,8989.8424,97,97,0.938
83.2,Developed,85814.58857,96,96,0.936
83,Developed,84658.88768,96,96,0.934
82.7,Developed,83164.38795,96,96,0.932
82.6,Developed,87998.44468,96,96,0.932
82.3,Developed,74276.71842,96,95,0.92
82.1,Developed,69672.471,96,95,0.916
82,Developed,72119.5687,96,95,0.914
81.7,Developed,63223.46778,94,94,0.911
81.5,Developed,57348.92788,94,94,0.904
81.1,Developed,54797.54663,94,94,0.899
81,Developed,53255.97631,95,93,0.895
85,Developed,4796.56497,95,93,0.889
84,Developed,41336.72192,95,93,0.89
82,Developed,38538.64447,95,93,0.888
79.7,Developed,37813.23426,95,93,0.879
73.8,Developing,258.3529,83,8,0.644
73.7,Developing,1762.24617,83,8,0.636
73.5,Developing,1577.457182,83,8,0.624
73.2,Developing,148.852738,84,81,0.61
73,Developing,1253.39143,85,83,0.599
72.8,Developing,1263.13455,86,84,0.596
72.7,Developing,1258.421953,83,82,0.589
72.6,Developing,1177.629268,86,84,0.588
69.7,Developing,918.6771543,96,96,0.625
69.6,Developing,114.45919,94,97,0.622
69.3,Developing,14.214412,97,96,0.617
68.8,Developing,954.725253,96,94,0.613
68.1,Developing,834.5412953,97,96,0.608
67.3,Developing,738.3475227,95,93,0.603
66.7,Developing,666.3458569,93,93,0.601
66.4,Developing,76.914128,87,86,0.592
66.1,Developing,52.35956,85,86,0.586
65.9,Developing,44.2872665,76,83,0.579
65.5,Developing,337.359236,79,84,0.572
65.9,Developing,39.281834,82,86,0.563
65.2,Developing,236.314438,82,85,0.553
64.3,Developing,189.3878519,84,85,0.543
64,Developing,17.8159721,84,85,0.535
63.7,Developing,138.436633,86,83,0.529
74.9,Developing,5814.863134,99,99,0.738
74.6,Developing,5941.8471,99,99,0.737
74.5,Developing,6171.262444,99,99,0.733
74.3,Developing,5859.915622,99,99,0.729
74.1,Developing,5491.159981,99,99,0.72
73.9,Developing,575.32176,99,99,0.711
73.7,Developing,4212.5492,99,99,0.706
73.5,Developing,4378.68746,99,99,0.7
73.3,Developing,3972.26475,98,98,0.687
73,Developing,3368.952576,98,98,0.686
72.5,Developing,2893.651356,98,98,0.682
71.6,Developing,2659.83918,98,98,0.674
71.7,Developing,2358.93629,98,98,0.666
71.4,Developing,296.54617,97,96,0.657
71.2,Developing,1893.145377,97,96,0.649
71.1,Developing,27.564826,97,97,0.64
68.3,Developing,1161.76935,75,76,0.603
68,Developing,1153.51578,76,77,0.612
67.7,Developing,117.765674,82,82,0.62
67.4,Developing,1117.77724,83,83,0.618
67.2,Developing,114.56179,66,67,0.607
66.9,Developing,849.8626972,72,72,0.599
66.6,Developing,757.3114436,78,72,0.599
66.2,Developing,643.71911,79,79,0.566
65.8,Developing,524.8959363,7,7,0.541
64.9,Developing,441.53226,62,63,0.511
63.7,Developing,478.331859,55,55,0.492
62.3,Developing,467.5438297,57,57,0.484
61,Developing,471.4565823,55,55,0.485
62,Developing,48.61552,38,54,0.475
59.9,Developing,551.138346,88,88,0.484
59.7,Developing,62.1318489,85,87,0.475
59.4,Developing,579.43485,84,84,0.47
58.9,Developing,563.6894247,84,84,0.464
58.3,Developing,562.3393592,85,85,0.457
57.4,Developing,487.9238913,83,83,0.449
56.7,Developing,499.6468713,78,78,0.442
56.2,Developing,513.391914,8,81,0.441
55.9,Developing,42.764743,72,82,0.443
55.7,Developing,377.33629,85,84,0.436
55,Developing,372.1721837,8,82,0.435
54.9,Developing,349.9937253,71,71,0.432
54.7,Developing,31.437144,72,72,0.428
54.7,Developing,28.832123,58,59,0.428
54.6,Developing,26.6394652,51,5,0.426
54.6,Developing,26.3932935,63,64,0.425
73.5,Developing,493.775387,8,78,0.718
73.3,Developing,4192.349758,82,8,0.716
73.2,Developing,4266.557174,84,82,0.718
73,Developing,451.542462,79,77,0.717
72.9,Developing,445.18866,84,82,0.712
72.8,Developing,3547.59975,84,82,0.707
72.5,Developing,37.846563,86,84,0.703
72.6,Developing,3392.64743,88,86,0.698
72.5,Developing,2932.315883,88,87,0.698
72.4,Developing,2892.522663,89,88,0.695
72.3,Developing,2594.74999,9,89,0.694
72.2,Developing,2284.37858,91,9,0.693
72,Developing,229.714718,91,9,0.683
71.9,Developing,1842.44421,85,84,0.679
71.8,Developing,1837.977391,91,89,0.674
71.6,Developing,263.27236,91,91,0.676
71.2,Developing,17321.83373,88,96,0.779
71.1,Developing,19325.24283,94,92,0.778
71,Developing,1967.83283,94,92,0.773
78,Developing,19152.531,91,92,0.772
76,Developing,1953.9767,91,9,0.774
74,Developing,16683.94578,91,9,0.772
71,Developing,1458.8796,9,9,0.773
69.9,Developing,21188.11857,91,9,0.767
69.7,Developing,1653.1844,9,88,0.76
69.6,Developing,1495.96337,89,92,0.751
69.5,Developing,12323.1275,95,95,0.745
69.4,Developing,129.51914,94,94,0.736
69.3,Developing,884.518666,91,91,0.729
69.2,Developing,749.626612,96,96,0.721
69.1,Developing,6935.721451,91,91,0.715
69.1,Developing,643.947262,9,9,0.709
75.3,Developing,3828.91589,98,98,0.723
75.1,Developing,4271.68172,98,98,0.722
74.9,Developing,4199.47253,98,98,0.72
74.9,Developing,4137.55421,97,97,0.717
74.8,Developing,4256.91279,98,98,0.714
74.8,Developing,414.15177,98,98,0.71
74.7,Developing,4129.977335,99,99,0.706
74.7,Developing,431.9326,99,99,0.701
74.6,Developing,3778.184171,98,98,0.695
74.4,Developing,3371.71231,99,99,0.689
74.2,Developing,3194.562243,98,98,0.683
74,Developing,3112.83529,97,97,0.673
73.7,Developing,2761.969249,95,95,0.667
73.5,Developing,2346.5937,96,96,0.662
73.2,Developing,2254.933126,98,98,0.654
72.9,Developing,2213.91488,97,97,0.646
75.8,Developing,1979.52569,97,97,0.764
75.5,Developing,12127.22522,96,96,0.759
75.2,Developing,12542.93565,98,98,0.754
74.8,Developing,1172.3843,97,97,0.75
74.5,Developing,11341.13395,97,97,0.737
74.2,Developing,1672.5693,97,97,0.715
73.9,Developing,936.499911,96,96,0.709
73.5,Developing,185.68975,96,96,0.705
73.2,Developing,979.49246,96,96,0.697
72.8,Developing,834.869161,9,9,0.687
72.4,Developing,7384.354661,9,9,0.681
72,Developing,64.72953,85,85,0.675
71.6,Developing,4718.51291,69,68,0.668
71.2,Developing,366.57,78,78,0.658
78,Developing,3119.63716,88,88,0.653
74,Developing,4316.553895,85,85,0.641
66.3,Developing,6432.6687679999995,99,99,0.688
66,Developing,7962.365824,98,98,0.683
65.4,Developing,734.42525,98,98,0.678
65.6,Developing,6675.262954,98,97,0.672
65.6,Developing,5649.978486,97,97,0.665
65.8,Developing,4439.23,96,96,0
65.6,Developing,436.459223,97,96,0
64.5,Developing,394.467675,96,96,0
64.1,Developing,26.371428,98,98,0
63.7,Developing,2136.66815,98,98,0
63.3,Developing,174.51475,99,99,0
63.5,Developing,1453.917166,98,97,0
63.4,Developing,1283.885977,66,83,0
63.3,Developing,967.917468,99,98,0
64,Developing,774.4763388,94,95,0
63.8,Developing,643.17518,98,97,0
62.3,Developing,693.8963829,82,78,0.488
61.5,Developing,719.172669,82,78,0.483
67,Developing,662.492293,82,78,0.478
60,Developing,647.74741,82,78,0.477
59.3,Developing,584.3962137,82,82,0.477
58.4,Developing,594.9972557,79,8,0.473
57.5,Developing,647.17732,78,79,0.464
56.3,Developing,449.6928183,69,71,0.453
55.5,Developing,41.858631,7,73,0.442
54.9,Developing,336.4593923,62,64,0.434
53.2,Developing,315.788227,59,64,0.429
51.3,Developing,288.236949,58,62,0.427
51,Developing,237.9995917,57,59,0.418
48.8,Developing,24.2423229,57,57,0.404
47.7,Developing,234.984775,56,55,0.396
46.6,Developing,257.63369,55,52,0.382
71.3,Developing,2124.662666,51,23,0.748
78,Developing,314.658296,45,23,0.746
71,Developing,429.71554,72,76,0.744
77,Developing,3855.42128,72,76,0.739
75,Developing,3569.75727,54,5,0.734
69.8,Developing,2965.142365,57,52,0.728
69.2,Developing,2545.48341,74,71,0.734
67.7,Developing,3891.37823,91,9,0.73
67.5,Developing,368.68998,98,98,0.723
67.7,Developing,233.18831,99,98,0.716
67,Developing,1828.717626,95,96,0.707
67.4,Developing,1367.352433,99,99,0.7
67.6,Developing,148.522488,99,97,0.691
67.6,Developing,879.475486,99,99,0.683
67.7,Developing,78.738243,99,99,0.673
67.5,Developing,635.789635,99,99,0.669
77.1,Developing,3911.74689,99,99,0.836
76.9,Developing,44449.7435,99,99,0.832
76.7,Developing,4335.64268,98,98,0.829
76.5,Developing,42112.23565,96,96,0.826
76.3,Developing,4462.3129,95,95,0.824
76.2,Developing,3549.14832,94,94,0.826
76,Developing,3372.57517,94,93,0.831
75.8,Developing,45758.9554,94,92,0.829
75.6,Developing,42672.61323,94,92,0.826
75.4,Developing,42372.22166,94,92,0.823
75.3,Developing,39439.8197,94,94,0.818
75.1,Developing,36161.1761,94,94,0.813
74.9,Developing,3323.52318,94,94,0.808
74.7,Developing,31311.35936,94,94,0.803
74.5,Developing,3161.52935,94,94,0.798
74.2,Developing,3371.26869,94,94,0.791
77,Developing,15524.84247,95,95,0.794
76.8,Developing,16737.89827,95,95,0.791
76.8,Developing,16881.2568,94,94,0.788
76.5,Developing,1592.6819,95,95,0.784
77,Developing,14166.4998,95,95,0.78
76.3,Developing,11938.212,95,95,0.777
76.6,Developing,9415.17386,95,95,0.774
76.4,Developing,962.312164,94,94,0.77
75.4,Developing,79.69746,94,94,0.76
76.2,Developing,5877.87678,95,95,0.756
75.7,Developing,522.951116,96,96,0.753
75.4,Developing,4117.38853,95,94,0.75
75.4,Developing,3622.52284,91,91,0.747
75.4,Developing,488.768855,93,95,0.746
75.2,Developing,6281.37747,94,94,0.742
75.1,Developing,6871.897677,92,9,0.738
69.4,Developing,2137.576852,99,99,0.697
69.2,Developing,25.448414,99,99,0.69
69.1,Developing,197.551233,99,99,0.681
68.8,Developing,174.468298,99,99,0.673
68.5,Developing,1564.966945,99,99,0.664
68.3,Developing,1377.8214,99,99,0.657
68,Developing,1213.265328,99,98,0.651
67.9,Developing,182.28625,98,98,0.644
67.8,Developing,83.476942,98,96,0.631
67.6,Developing,654.2838373,94,96,0.626
67.3,Developing,546.776852,99,99,0.62
67.8,Developing,465.1198869,99,99,0.613
67.2,Developing,396.129969,99,98,0.607
67.1,Developing,383.3494997,99,99,0.6
67.4,Developing,456.734892,99,99,0.594
67.1,Developing,558.221144,99,99,0
72,Developing,285.83414,65,64,0.598
71.7,Developing,3148.36513,65,64,0.596
71.6,Developing,3167.34356,65,64,0.591
71.4,Developing,3158.58688,65,64,0.592
71.2,Developing,3275.91684,65,65,0.591
71,Developing,2965.82434,66,65,0.59
78,Developing,2643.441423,66,66,0.589
75,Developing,2697.961375,66,67,0.582
73,Developing,2393.367265,67,67,0.579
71,Developing,247.97823,67,68,0.572
69.9,Developing,1886.433359,67,68,0
69.6,Developing,1787.94723,67,69,0
69.4,Developing,158.52724,67,69,0
69.3,Developing,1353.934819,67,7,0
69.1,Developing,1362.61731,67,7,0
69,Developing,1469.849149,67,71,0
61.8,Developing,1313.889646,9,9,0.576
61.1,Developing,1738.8822,78,86,0.57
63,Developing,185.793359,74,79,0.565
59.2,Developing,1734.93612,7,78,0.554
58.2,Developing,1644.619672,83,81,0.543
58,Developing,1463.213573,8,83,0.533
57.4,Developing,1139.11233,93,94,0.518
55.7,Developing,1369.68249,9,87,0.504
52.6,Developing,114.587985,77,8,0.492
58,Developing,13.154199,83,81,0.479
49.3,Developing,691.3178164,84,82,0.467
47.9,Developing,53.2772217,84,83,0.456
46.4,Developing,429.1583434,85,83,0.443
45.5,Developing,377.135244,85,84,0.433
44.6,Developing,378.2736238,86,85,0.424
43.8,Developing,341.955625,85,85,0.418
67,Developing,118.69383,88,87,0.507
59.2,Developing,127.47462,92,91,0.498
58,Developing,111.227396,95,95,0.488
56.6,Developing,955.648466,95,95,0.464
54.9,Developing,839.927936,93,93,0.452
52.4,Developing,713.63562,89,89,0.436
50,Developing,65.824121,69,73,0.419
48.2,Developing,325.678573,75,75,0.421
46.6,Developing,396.9982166,73,73,0.414
45.4,Developing,414.796232,71,7,0.408
44.6,Developing,444.76575,69,68,0.406
44.3,Developing,454.366654,67,65,0.407
44.5,Developing,453.3511552,7,68,0.418
44.8,Developing,57.34834,73,71,0.427
45.3,Developing,548.587312,76,75,0.427
46,Developing,547.3588785,78,78,0.434
